id,parent_id,suburb_4th,suburb_3rd,suburb_2nd,suburb_1st,city_id,city_name,majorlocal,majorloc_1,NZdep_mean,NZdep_quant_mean
3331,0,Lake Marahau,NA,NA,NA,0,NA,0,NA,988,6
3724,8708,Te Onewhero Lagoon,NA,NA,Lake Rotoma,0,NA,0,NA,1088,9
3333,0,Lake Marchant,NA,NA,NA,0,NA,0,NA,NA,NA
3334,0,Lake Margaret,NA,NA,NA,0,NA,0,NA,1009,6.999999999999999
3343,0,Lake Marymere,NA,NA,NA,0,NA,0,NA,971,5
3725,0,Opal Lake,NA,NA,NA,0,NA,0,NA,948.0000000000001,4
3335,0,Lake Marian,NA,NA,NA,0,NA,0,NA,NA,NA
3336,0,Lake Mariana,NA,NA,NA,0,NA,0,NA,NA,NA
3337,0,Lake Marianette,NA,NA,NA,0,NA,0,NA,NA,NA
3338,0,Lake Marina,NA,NA,NA,0,NA,0,NA,1062,8
3339,0,Lake Marion,NA,NA,NA,0,NA,0,NA,918,2
3340,0,Lake Marshall,NA,NA,NA,0,NA,0,NA,NA,NA
3341,0,Lake Mary,NA,NA,NA,0,NA,0,NA,918,2
3342,0,Lake Mary,NA,NA,NA,0,NA,0,NA,1008,7
